obj,loc,p,v,y,m,lat,lon
"р. Сев. Вильва,  | п. Всеволодо-Вильва",Пермский край,Ионы железа общего,205.0,2010,4,58.296433301115215,56.226613423791875
"р. Яйва, д. Усть-Игум",Пермский край,Взвешенные вещества,68.0,2010,4,58.296433301115215,56.226613423791875
р. Вильва - автодорожный мост трассы гг. Чусовой-Губаха,Пермский край,Железо общее,78.0,2010,6,58.296433301115215,56.226613423791875
р. Сев. Вильва –  | п. Всеволодо-Вильва,Пермский край,Железо общее,101.0,2010,6,58.296433301115215,56.226613423791875
"р. Косьва, г. Губаха",Пермский край,Фенолы,81.0,2010,8,58.296433301115215,56.226613423791875
"вдхр. Камское,  | д. Усть-Пожва",Пермский край,Взвешенные вещества,220.0,2010,8,58.296433301115215,56.226613423791875
"р. Вильва, а/д мост трассы гг. Чусовой-Губаха",Пермский край,Ионы общего железа,137.0,2010,8,58.296433301115215,56.226613423791875
"р. Иньва, д. Слудка",Пермский край,Взвешенные вещества,53.0,2010,8,58.296433301115215,56.226613423791875
"р. Кизел, г. Кизел (мост а/д Губаха-Александровск)",Пермский край,Ионы общего железа,3590.0,2010,8,58.296433301115215,56.226613423791875
р. Сев. Вильва -  | п. Всеволодо-Вильва,Пермский край,Ионы марганца,113.0,2010,8,58.296433301115215,56.226613423791875
"вдхр. Камское,  | д. Усть-Пожва",Пермский край,Взвешенные вещества,97.0,2010,9,58.296433301115215,56.226613423791875
"р. Косьва, г. Губаха",Пермский край,Фенолы,57.0,2010,10,58.296433301115215,56.226613423791875
р. Вильва в районе автодорожного моста Чусовой-Губаха,Пермский край,Ионы железа общего,499.0,2010,10,58.296433301115215,56.226613423791875
"р. Кизел, г. Кизел, в районе автодорож-ного моста Губаха-Александровск",Пермский край,Ионы железа общего,1890.0,2010,10,58.296433301115215,56.226613423791875
"р. Северная Вильва,  | п. Всеволодо-Вильва",Пермский край,Ионы железа общего,131.0,2010,10,58.296433301115215,56.226613423791875
"вдхр. Воткинское,  | г. Пермь",Пермский край,Взвешенные вещества,112.0,2010,11,58.296433301115215,56.226613423791875
"вдхр. Камское,  | г. Пермь",Пермский край,Взвешенные вещества,207.0,2010,11,58.296433301115215,56.226613423791875
р. Вильва в районе автодорожного моста Чусовой-Губаха,Пермский край,Ионы железа общего,59.0,2010,11,58.296433301115215,56.226613423791875
"р. Кизел, г. Кизел в районе автодорож-ного моста Губаха -Александровск",Пермский край,Ионы железа общего,779.0,2010,11,58.296433301115215,56.226613423791875
"р. Северная Вильва,  | п. Всеволодо-Вильва",Пермский край,Ионы железа общего,389.0,2010,11,58.296433301115215,56.226613423791875
"р. Вильва, в районе автодорожного моста трассы  Чусовой-Губаха",Пермский край,Ионы железа общего,96.0,2010,12,58.296433301115215,56.226613423791875
"р. Кизел, г. Кизел (в районе автодорож-ного моста  Губаха-Александровск)",Пермский край,Ионы железа общего,211.0,2010,12,58.296433301115215,56.226613423791875
"р. Косьва, г. Губаха",Пермский край,Ионы железа общего,73.0,2010,12,58.296433301115215,56.226613423791875
"р. Северная  Вильва, |  п. Всеволодо-Вильва",Пермский край,Ионы железа общего,117.0,2010,12,58.296433301115215,56.226613423791875
"р. Косьва,  | г. Губаха",Пермский край,Фенолы,65.0,2011,9,58.296433301115215,56.226613423791875
"р. Кизел, г. Кизел (в районе автодорожного моста Губаха-Александровск)",Пермский край,Ионы железа общего,3800.0,2011,9,58.296433301115215,56.226613423791875
р. Северная Вильва –  | п. Всеволодо-Вильва,Пермский край,Ионы марганца,108.0,2011,9,58.296433301115215,56.226613423791875
"р. Чапаевка,  | г. Чапаевск",Самарская область,Гексахлорциклогексан (ГХЦГ),6.0,2008,12,53.428940730769234,50.33640365384614
"р. Безенчук, устье",Самарская область,Ионы марганца,115.0,2009,2,53.428940730769234,50.33640365384614
"р. Чапаевка,  | г. Чапаевск",Самарская область,Ионы ртути,9.0,2010,1,53.428940730769234,50.33640365384614
"р. Чапаевка,  | г. Чапаевск",Самарская область,Ионы марганца,105.0,2010,1,53.428940730769234,50.33640365384614
"р. Чапаевка,  | г. Чапаевск",Самарская область,Ионы ртути,5.0,2010,2,53.428940730769234,50.33640365384614
"р. Чапаевка,  | г. Чапаевск",Самарская область,Ионы марганца,124.0,2010,2,53.428940730769234,50.33640365384614
р. Большая Вязовка п.Тридцатый,Самарская область,Ионы марганца,424.0,2010,3,53.428940730769234,50.33640365384614
"р. Чапаевка, с.Прибой",Самарская область,Ионы марганца,69.0,2010,3,53.428940730769234,50.33640365384614
р.Большая Вязовка с.Каргай,Самарская область,Ионы марганца,242.0,2010,3,53.428940730769234,50.33640365384614
пруд Новый Байкал с. Новая Вязовка ,Самарская область,Ионы марганца,61.0,2010,4,53.428940730769234,50.33640365384614
"р.Чапаевка, г.Чапаевск",Самарская область,ГХЦГ,6.0,2010,6,53.428940730769234,50.33640365384614
"р. Падовка,  | п. Стройкерамика  ",Самарская область,Фосфаты,113.0,2010,9,53.428940730769234,50.33640365384614
"р. Падовая, г. Самара",Самарская область,Азот нитритный,120.0,2010,10,53.428940730769234,50.33640365384614
"р. Блява,  | г. Медногорск",Оренбургская область,Ионы меди,122.0,2008,12,51.997122825242684,55.88869488349513
"р. Блява,  | г. Медногорск",Оренбургская область,Ионы меди,126.0,2009,2,51.997122825242684,55.88869488349513
"р. Блява,  | г. Медногорск",Оренбургская область,Ионы меди,60.0,2010,1,51.997122825242684,55.88869488349513
"р. Блява,  | г. Медногорск",Оренбургская область,Ионы меди,94.0,2010,2,51.997122825242684,55.88869488349513
"р. Блява,  | г. Медногорск",Оренбургская область,Медь,65.0,2010,6,51.997122825242684,55.88869488349513
"р. Пельшма, г. Сокол",Вологодская область,Фенолы,60.0,2009,1,59.89577451612903,40.850997365591425
"р. Пельшма, г. Сокол",Вологодская область,БПК | 5,20.0,2009,1,59.89577451612903,40.850997365591425
"р. Пельшма,  | г. Сокол",Вологодская область,Фенолы,83.0,2009,2,59.89577451612903,40.850997365591425
"р. Пельшма,  | г. Сокол",Вологодская область,БПК | 5,31.0,2009,2,59.89577451612903,40.850997365591425
"р. Пельшма, г. Сокол",Вологодская область,БПК | 5,8.0,2010,3,59.89577451612903,40.850997365591425
"р. Пельшма, г. Сокол",Вологодская область,БПК | 5,43.0,2010,9,59.89577451612903,40.850997365591425
"р. Пельшма,  | г. Сокол",Вологодская область,Легкоокисляемые органические вещества по БПК | 5,32.0,2011,9,59.89577451612903,40.850997365591425
"р. Дачная, устье",Приморский край,БПК | 5,38.0,2009,1,45.02216254545454,134.43515868181825
"р. Дачная, устье",Приморский край,БПК | 5,23.0,2010,2,45.02216254545454,134.43515868181825
"р. Дачная, устье",Приморский край,БПК | 5,26.0,2010,9,45.02216254545454,134.43515868181825
"р. Пур, п. Уренгой",Тюменская область,Ионы железа общего,76.0,2009,2,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | п. Тарко-Сале",Тюменская область,Ионы железа общего,64.0,2009,2,57.4335695945946,69.37554086486485
"р. Пур, п. Самбург",Тюменская область,Ионы марганца,98.0,2009,3,57.4335695945946,69.37554086486485
"р. Пур, п. Уренгой",Тюменская область,Ионы марганца,96.0,2009,3,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | п. Тарко-Сале",Тюменская область,Ионы железа общего,82.0,2009,3,57.4335695945946,69.37554086486485
"р. Тура,  | с. Покровское",Тюменская область,Ионы марганца,107.0,2009,3,57.4335695945946,69.37554086486485
"р. Надым, г. Надым",Тюменская область,Ионы железа общего,54.0,2010,1,57.4335695945946,69.37554086486485
"р. Пур, п. Самбург",Тюменская область,Ионы железа общего,67.0,2010,1,57.4335695945946,69.37554086486485
"р. Пур, п. Уренгой",Тюменская область,Ионы железа общего,72.0,2010,1,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | п. Тарко-Сале",Тюменская область,Ионы железа общего,59.0,2010,1,57.4335695945946,69.37554086486485
"р. Аремзянка,  | д. Чукманка",Тюменская область,Ионы марганца,66.0,2010,2,57.4335695945946,69.37554086486485
"р. Вагай, с. Вагай",Тюменская область,Ионы марганца,206.0,2010,2,57.4335695945946,69.37554086486485
"р. Пышма,  | пгт. Богандинский",Тюменская область,Ионы марганца,61.0,2010,2,57.4335695945946,69.37554086486485
"р. Тура, г. Тюмень",Тюменская область,Ионы марганца,97.0,2010,2,57.4335695945946,69.37554086486485
"р. Тура, с. Салаирка",Тюменская область,Ионы марганца,68.0,2010,2,57.4335695945946,69.37554086486485
"р. Ук,  | г. Заводоуковск",Тюменская область,Ионы марганца,161.0,2010,2,57.4335695945946,69.37554086486485
"р. Обь, протока Малая Обь,  с. Мужи",Тюменская область,Ионы цинка,150.0,2010,3,57.4335695945946,69.37554086486485
"р. Ныда, п. Ныда",Тюменская область,Ионы железа общего,73.0,2010,3,57.4335695945946,69.37554086486485
"р. Пур, п. Самбург",Тюменская область,Ионы железа общего,176.0,2010,3,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | п. Тарко-Сале",Тюменская область,Ионы железа общего,66.0,2010,3,57.4335695945946,69.37554086486485
"р. Таз,  | с. Красноселькуп",Тюменская область,Ионы марганца,117.0,2010,3,57.4335695945946,69.37554086486485
"р. Вагай, с. Вагай",Тюменская область,Ионы марганца,171.0,2010,4,57.4335695945946,69.37554086486485
"р. Иска,  | с. Велижаны",Тюменская область,Ионы марганца,276.0,2010,4,57.4335695945946,69.37554086486485
"р. Надым, г. Надым",Тюменская область,Ионы железа общего,59.0,2010,4,57.4335695945946,69.37554086486485
"р. Пур, п. Уренгой",Тюменская область,Ионы железа общего,87.0,2010,4,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | п. Тарко-Сале",Тюменская область,Ионы железа общего,54.0,2010,4,57.4335695945946,69.37554086486485
"р. Тавда,  | рп. Нижняя Тавда",Тюменская область,Ионы марганца,134.0,2010,4,57.4335695945946,69.37554086486485
"р. Тобол,  | г. Тобольск",Тюменская область,Ионы марганца,59.0,2010,4,57.4335695945946,69.37554086486485
"р. Тура, с. Салаирка",Тюменская область,Ионы марганца,70.0,2010,4,57.4335695945946,69.37554086486485
"р. Демьянка,  | с. Демьянское",Тюменская область,Нефтепродукты,114.0,2010,8,57.4335695945946,69.37554086486485
"р. Пяку-Пур,  | г. Тарко-Сале",Тюменская область,Ионы железа общего,69.0,2010,9,57.4335695945946,69.37554086486485
"р. Тура, с. Покровское",Тюменская область,Ионы меди,56.0,2010,10,57.4335695945946,69.37554086486485
"вдхр. Курганское,  | г. Курган",Курганская область,Ионы марганца,140.0,2009,3,55.52924376363636,64.59540559999998
"р. Исеть,  | г. Шадринск",Курганская область,Азот нитритный,91.0,2009,3,55.52924376363636,64.59540559999998
"р. Тобол, г. Курган",Курганская область,Ионы марганца,140.0,2009,3,55.52924376363636,64.59540559999998
"р. Тобол,  | с. Белозерское",Курганская область,Ионы марганца,54.0,2009,3,55.52924376363636,64.59540559999998
"р. Тобол,  | с. Звериноголовское",Курганская область,Ионы марганца,70.0,2009,3,55.52924376363636,64.59540559999998
"вдхр. Курганское,  | г. Курган",Курганская область,Ионы марганца,72.0,2010,2,55.52924376363636,64.59540559999998
"р. Теча,  | с. Першинское",Курганская область,Ионы марганца,68.0,2010,2,55.52924376363636,64.59540559999998
"р. Тобол,  | с. Зверино-головское",Курганская область,Ионы марганца,130.0,2010,2,55.52924376363636,64.59540559999998
"р. Уй,  | с. Усть-Уйское",Курганская область,Ионы марганца,140.0,2010,2,55.52924376363636,64.59540559999998
"вдхр. Курганское,  | г. Курган",Курганская область,Ионы марганца,150.0,2010,3,55.52924376363636,64.59540559999998
"р. Тобол,  | с. Звериноголовское",Курганская область,Ионы марганца,160.0,2010,3,55.52924376363636,64.59540559999998
"р. Уй, с. Усть-Уйское",Курганская область,Ионы марганца,80.0,2010,3,55.52924376363636,64.59540559999998
"вдхр. Курганское,  | г. Курган",Курганская область,Ионы марганца,56.0,2010,4,55.52924376363636,64.59540559999998
"р. Теча,  | с. Першинское",Курганская область,Взвешенные вещества,95.0,2010,4,55.52924376363636,64.59540559999998
"р. Тобол,  | с. Белозерское",Курганская область,Ионы марганца,99.0,2010,4,55.52924376363636,64.59540559999998
"р. Уй, с. Усть-Уйское",Курганская область,Ионы марганца,57.0,2010,4,55.52924376363636,64.59540559999998
"р. Исеть, |  г. Шадринск",Курганская область,Взвешенные вещества,58.0,2010,6,55.52924376363636,64.59540559999998
"р. Исеть, г. Шадринск",Курганская область,Взвешенные вещества,56.0,2010,9,55.52924376363636,64.59540559999998
"оз. Бутырино,  | с. Бутырино",Курганская область,Взвешенные вещества,83.0,2010,10,55.52924376363636,64.59540559999998
"р. Исеть, г. Шадринск",Курганская область,Взвешенные вещества,102.0,2010,10,55.52924376363636,64.59540559999998
"оз. Бутырино, |  с. Бутырино",Курганская область,Взвешенные вещества,60.0,2010,12,55.52924376363636,64.59540559999998
"р. Тобол, г. Курган",Курганская область,Ионы марганца,72.0,2011,9,55.52924376363636,64.59540559999998
"р. Артынка, |  с. Костино",Омская область,Ионы марганца,67.0,2009,3,55.728457471264385,73.1100649425287
"р. Тара,  | п. Муромцево",Омская область,Ионы марганца,91.0,2009,3,55.728457471264385,73.1100649425287
"р. Омь, г. Калачинск",Омская область,Ионы марганца,87.0,2010,2,55.728457471264385,73.1100649425287
"р. Артынка,  | с. Костино",Омская область,Ионы марганца,65.0,2010,3,55.728457471264385,73.1100649425287
"р. Иртыш, г. Омск",Омская область,Ионы марганца,84.0,2010,3,55.728457471264385,73.1100649425287
"р. Тара, п. Муромцево",Омская область,Ионы марганца,71.0,2010,3,55.728457471264385,73.1100649425287
"р. Иртыш, г. Омск",Омская область,Ионы марганца,55.0,2010,4,55.728457471264385,73.1100649425287
"р. Миасс, г. Миасс",Челябинская область,Ионы марганца,57.0,2009,3,54.47927761855672,60.30183921649487
"р. Миасс, г. Миасс",Челябинская область,Ионы марганца,54.0,2010,2,54.47927761855672,60.30183921649487
"вдхр. Аргазинское,  | г. Карабаш",Челябинская область,Ионы марганца,115.0,2010,4,54.47927761855672,60.30183921649487
"оз. Бутырино,  | с. Бутырино",Челябинская область,Взвешенные вещества,79.0,2010,4,54.47927761855672,60.30183921649487
"вдхр. Магнитогор-ское (река Урал), |  г. Магнитогорск",Челябинская область,Ионы марганца,55.0,2010,12,54.47927761855672,60.30183921649487
"р. Увелка,  | г. Южноуральск",Челябинская область,Ионы марганца,60.0,2010,12,54.47927761855672,60.30183921649487
"р. Каменка,  | г. Новосибирск",Новосибирская область,Азот нитритный,126.0,2009,11,55.07811479518074,80.39056132530122
"р. Плющиха,  | г. Новосибирск",Новосибирская область,Ионы марганца,77.0,2009,11,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Азот нитритный,64.0,2009,11,55.07811479518074,80.39056132530122
"р. Нижняя Ельцовка,  | г. Новосибирск",Новосибирская область,Ионы марганца,86.0,2009,11,55.07811479518074,80.39056132530122
"р. Ельцовка-1,  | г. Новосибирск",Новосибирская область,Ионы марганца,75.0,2009,12,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,168.0,2009,12,55.07811479518074,80.39056132530122
"р. Нижняя Ельцовка, г. Новосибирск",Новосибирская область,Ионы марганца,57.0,2009,12,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,54.0,2010,1,55.07811479518074,80.39056132530122
"р. Нижняя Ельцовка, г.Новосибирск",Новосибирская область,Ионы марганца,59.0,2010,1,55.07811479518074,80.39056132530122
"р. Плющиха ,  | г. Новосибирск",Новосибирская область,Ионы марганца,54.0,2010,3,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,65.0,2010,3,55.07811479518074,80.39056132530122
"р.Камышенка,  | г. Новосибирск",Новосибирская область,Ионы марганца,56.0,2010,3,55.07811479518074,80.39056132530122
"р.Нижняя Ельцовка, г.Новосибирск",Новосибирская область,Ионы марганца,55.0,2010,3,55.07811479518074,80.39056132530122
"р. Ельцовка-1,  | г. Новосибирск",Новосибирская область,Ионы марганца,84.0,2010,4,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,72.0,2010,4,55.07811479518074,80.39056132530122
"р.Камышенка,  | г. Новосибирск",Новосибирская область,Ионы марганца,59.0,2010,4,55.07811479518074,80.39056132530122
"р.Нижняя Ельцовка, г.Новосибирск",Новосибирская область,Ионы марганца,65.0,2010,4,55.07811479518074,80.39056132530122
"р. Тартас,  | с. Северное",Новосибирская область,Цинк,88.0,2010,6,55.07811479518074,80.39056132530122
"р. Ельцовка 1,  | г. Новосибирск",Новосибирская область,Марганец,55.0,2010,6,55.07811479518074,80.39056132530122
"р. Каменка,  | г. Новосибирск",Новосибирская область,Ионы марганца,65.0,2010,9,55.07811479518074,80.39056132530122
"р. Камышенка,  | г. Новосибирск",Новосибирская область,Ионы марганца,83.0,2010,11,55.07811479518074,80.39056132530122
"р. Плющиха,  |  г. Новосибирск",Новосибирская область,Ионы марганца,62.0,2010,12,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,50.0,2010,12,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы цинка,167.0,2011,9,55.07811479518074,80.39056132530122
"р. Тула,  | г. Новосибирск",Новосибирская область,Ионы марганца,198.0,2011,9,55.07811479518074,80.39056132530122
"р.Камышенка,  | г. Новосибирск",Новосибирская область,Ионы марганца,63.0,2011,9,55.07811479518074,80.39056132530122
"р.Омь,  | г. Куйбышев",Новосибирская область,Ионы марганца,220.0,2011,9,55.07811479518074,80.39056132530122
"р. Аргунь, пос.Молоканка",Забайкальский край,Ионы марганца,78.0,2010,3,53.92826935042735,116.23202237606837
"р. Аргунь, с.Кути",Забайкальский край,Ионы марганца,109.0,2010,3,53.92826935042735,116.23202237606837
"р. Аргунь,  | пос. Молоканка",Забайкальский край,Ионы марганца,126.0,2010,4,53.92826935042735,116.23202237606837
"р. Аргунь, протока Прорва,  | пос. Молоканка",Забайкальский край,Азот нитритов,51.0,2010,4,53.92826935042735,116.23202237606837
"р. Аргунь, с. Олочи",Забайкальский край,Ионы марганца,76.0,2010,4,53.92826935042735,116.23202237606837
"р. Аргунь, с. Кути",Забайкальский край,Ионы марганца,129.0,2010,4,53.92826935042735,116.23202237606837
"р. Аргунь, пос.Молоканка",Забайкальский край,Ионы ртути,6.0,2010,8,53.92826935042735,116.23202237606837
"р. Кулой, д. Кулой",Архангельская область,Ионы марганца,104.0,2010,3,63.411649291338605,43.246025118110246
"р. Мезень, д. Малонисогорская",Архангельская область,Ионы марганца,155.0,2010,3,63.411649291338605,43.246025118110246
"р. Мезень,  | д. Малонисогорская",Архангельская область,Марганец,193.0,2010,6,63.411649291338605,43.246025118110246
"р. Мезень,  | д. Малонисогорская",Архангельская область,Ионы марганца,212.0,2010,8,63.411649291338605,43.246025118110246
"р. Березовая,  | с. Федоровка",Хабаровский край,Азот аммонийный,61.0,2010,4,54.697832057761644,137.59844678700367
"р. Силинка,  | п. Горный",Хабаровский край,Медь,62.0,2010,6,54.697832057761644,137.59844678700367
"р. Силинка,  | рп. Солнечный",Хабаровский край,Медь,51.0,2010,6,54.697832057761644,137.59844678700367
"р. Амур,  | г. Комсомольск",Хабаровский край,Ионы свинца,6.0,2010,8,54.697832057761644,137.59844678700367
"р. Силинка, п. Горный",Хабаровский край,Ионы меди,60.0,2010,9,54.697832057761644,137.59844678700367
"р. Силинка, п. Горный",Хабаровский край,Ионы меди,62.0,2010,10,54.697832057761644,137.59844678700367
"р. Силинка,  | пгт Солнечный",Хабаровский край,Ионы меди,50.0,2010,10,54.697832057761644,137.59844678700367
"р. Иж, г. Ижевск",Удмуртская Республика,Взвешенные вещества,57.0,2010,4,56.97704722807018,52.93721894736843
"р. Лоза, с. Игра",Удмуртская Республика,Взвешенные вещества,270.0,2010,4,56.97704722807018,52.93721894736843
"р. Чепца, г. Глазов",Удмуртская Республика,Взвешенные вещества,117.0,2010,4,56.97704722807018,52.93721894736843
"р. Чепца, с. Полом",Удмуртская Республика,Взвешенные вещества,293.0,2010,4,56.97704722807018,52.93721894736843
"р. Сундовик,  | д. Семово",Нижегородская область,Взвешенные вещества,57.0,2010,4,56.323730372881336,44.74857405084744
"р. Малый Бачат,  | г. Гурьевск",Кемеровская область – Кузбасс,Цинк,60.0,2010,6,54.58989604477611,87.31208173134326
"р. Малый Бачат, | г. Гурьевск",Кемеровская область – Кузбасс,Ионы марганца,51.0,2010,9,54.58989604477611,87.31208173134326
"р. Ускат, с. Красулино",Кемеровская область – Кузбасс,Азот аммонийный,54.0,2010,9,54.58989604477611,87.31208173134326
"р. Малый Бачат,  | г. Гурьевск",Кемеровская область – Кузбасс,Ионы цинка,122.0,2010,10,54.58989604477611,87.31208173134326
"р. Малый Бачат,  | г. Гурьевск",Кемеровская область – Кузбасс,Ионы марганца,98.0,2010,10,54.58989604477611,87.31208173134326
"р. Большой Иргиз,  | г. Пугачев",Саратовская область,Ионы марганца ,126.0,2010,8,51.56232694915253,47.02927984745764
"р. Большой Иргиз,  | г. Пугачев",Саратовская область,Ионы марганца,143.0,2010,9,51.56232694915253,47.02927984745764
"р. Большой Иргиз,  | г. Пугачев",Саратовская область,Ионы марганца,196.0,2010,10,51.56232694915253,47.02927984745764
"р. Большой Иргиз,  | г. Пугачёв",Саратовская область,Ионы марганца,146.0,2011,9,51.56232694915253,47.02927984745764
"р. Камбилеевка,  | с. Камбилеевское",Республика Северная Осетия – Алания,Фенолы,64.0,2010,9,43.22666604761905,44.32307980952379
"р. Камбилеевка,  | с. Камбилеевское",Республика Северная Осетия – Алания,БПК | 5,70.0,2010,9,43.22666604761905,44.32307980952379
"р. Камбилеевка,  | с. Камбилеевское",Республика Северная Осетия – Алания,БПК | 5,25.0,2010,10,43.22666604761905,44.32307980952379
"р. Камбилеевка,  | с. Камбилеевское",Республика Северная Осетия – Алания,Легкоокисляемые органические вещества по  | БПК | 5,48.0,2011,9,43.22666604761905,44.32307980952379
"р. Правая Хетта,  | пос. Пангоды",Ямало-Ненецкий автономный округ,Ионы цинка,91.0,2010,10,68.143527253125,74.74940401562503
"р. Озерная,  | п. Шумный",Камчатский край,Ионы железа общего,81.0,2011,9,59.55754251231529,164.33476438423665
"р. Паужетка,  | п. Паужетка",Камчатский край,Ионы железа общего,80.0,2011,9,59.55754251231529,164.33476438423665
"р. Упа, г. Тула",Тульская область,Азот нитритный,79.0,2011,9,53.94821475,37.6093625357143
